Format Version,1.23,Take Name,OrcaLOS_NoGoPro_001,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 01.44.44.512 PM,Total Frames in Take,39343,Total Exported Frames,39343,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro
,ID,"BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
118,0.655556,0.029540,-0.009729,0.033125,-0.998967,-2.412122,38.976818,20.553173,0.151047
119,0.661111,0.029579,-0.009719,0.033083,-0.998968,-2.409395,38.987343,20.552725,0.139403
120,0.666667,0.029599,-0.009716,0.033074,-0.998967,-2.417104,38.984402,20.552717,0.144853
121,0.672222,0.029592,-0.009719,0.033070,-0.998968,-2.412850,38.990211,20.552805,0.151454
122,0.677778,0.029608,-0.009746,0.033062,-0.998967,-2.409475,38.991428,20.551765,0.153321
123,0.683333,0.029585,-0.009709,0.033076,-0.998968,-2.409629,38.994324,20.550756,0.147340
124,0.688889,0.029617,-0.009713,0.033073,-0.998967,-2.405875,38.993031,20.552315,0.148214
125,0.694444,0.029617,-0.009711,0.033052,-0.998968,-2.407982,38.999798,20.551092,0.151238
126,0.700000,0.029600,-0.009723,0.033049,-0.998968,-2.407861,38.998451,20.549934,0.150722
127,0.705556,0.029589,-0.009738,0.033056,-0.998968,-2.409749,38.995319,20.548317,0.149837
128,0.711111,0.029625,-0.009722,0.033067,-0.998967,-2.403389,38.990574,20.549103,0.158697
129,0.716667,0.029603,-0.009732,0.033075,-0.998967,-2.407892,38.991142,20.547934,0.145298
130,0.722222,0.029628,-0.009725,0.033062,-0.998967,-2.404001,38.983353,20.540579,0.149228
131,0.727778,0.029630,-0.009740,0.033063,-0.998967,-2.401795,38.983032,20.534910,0.148748
132,0.733333,0.029642,-0.009738,0.033070,-0.998966,-2.400042,38.981949,20.529785,0.142437
133,0.738889,0.029626,-0.009730,0.033055,-0.998967,-2.406546,38.981937,20.530197,0.145958
134,0.744444,0.029644,-0.009764,0.033059,-0.998966,-2.408482,38.982037,20.531534,0.151815
135,0.750000,0.029635,-0.009797,0.033066,-0.998966,-2.409685,38.984783,20.525806,0.143653
136,0.755556,0.029627,-0.009783,0.033079,-0.998966,-2.409210,38.983860,20.513680,0.193037
137,0.761111,0.029671,-0.009656,0.033081,-0.998966,-2.403118,38.980495,20.538723,0.184163
138,0.766667,0.029688,-0.009629,0.033082,-0.998965,-2.403066,38.976841,20.546207,0.182252
