Format Version,1.23,Take Name,OrcaFPV_NoGoPro_001,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 01.53.44.543 PM,Total Frames in Take,38946,Total Exported Frames,38946,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro,Orca_NoGoPro
,ID,"BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6","BEA8790EE2D511E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
95,0.527778,0.014072,0.040156,0.033213,-0.998542,2.686742,36.094818,25.727156,0.246307
96,0.533333,0.014069,0.040165,0.033206,-0.998542,2.685608,36.085754,25.722902,0.243814
97,0.538889,0.014007,0.040211,0.033134,-0.998544,2.698087,36.092926,25.721832,0.241694
98,0.544444,0.014035,0.040165,0.033206,-0.998543,2.686004,36.084026,25.722069,0.238258
99,0.550000,0.014029,0.040188,0.033257,-0.998540,2.686765,36.079716,25.720264,0.238532
100,0.555556,0.014042,0.040194,0.033274,-0.998539,2.689026,36.078365,25.718807,0.234610
101,0.561111,0.014031,0.040194,0.033255,-0.998540,2.685180,36.077248,25.722908,0.233237
102,0.566667,0.014062,0.040189,0.033220,-0.998541,2.684404,36.080425,25.721230,0.237121
103,0.572222,0.013951,0.040133,0.033193,-0.998546,2.677672,36.092690,25.717001,0.240146
104,0.577778,0.014015,0.040173,0.033235,-0.998542,2.682971,36.082718,25.719923,0.237922
105,0.583333,0.014053,0.040163,0.033224,-0.998542,2.689560,36.082748,25.719048,0.238596
106,0.588889,0.014065,0.040178,0.033253,-0.998540,2.685113,36.082409,25.721333,0.240383
107,0.594444,0.014004,0.040222,0.033158,-0.998542,2.697613,36.096874,25.719728,0.242807
108,0.600000,0.014079,0.040188,0.033214,-0.998541,2.685447,36.086784,25.722088,0.238812
109,0.605556,0.014048,0.040163,0.033255,-0.998541,2.678606,36.082909,25.722839,0.241244
110,0.611111,0.014063,0.040169,0.033278,-0.998540,2.679522,36.085831,25.723593,0.238176
111,0.616667,0.014094,0.040155,0.033238,-0.998541,2.679520,36.090816,25.727867,0.241309
112,0.622222,0.014098,0.040113,0.033227,-0.998543,2.680329,36.095043,25.721590,0.246315
113,0.627778,0.014056,0.040169,0.033146,-0.998544,2.684987,36.114010,25.726307,0.249390
114,0.633333,0.014045,0.040187,0.033146,-0.998544,2.692357,36.120937,25.726236,0.245719
115,0.638889,0.014042,0.040224,0.033159,-0.998542,2.687114,36.124561,25.724525,0.249638
116,0.644444,0.014054,0.040208,0.033122,-0.998543,2.692681,36.123707,25.730347,0.250030
117,0.650000,0.014060,0.040215,0.033139,-0.998542,2.686564,36.126110,25.733438,0.248380
118,0.655556,0.014039,0.040190,0.033148,-0.998543,2.686628,36.126041,25.734592,0.250651
119,0.661111,0.014087,0.040195,0.033138,-0.998543,2.673432,36.129227,25.731131,0.247343
120,0.666667,0.014046,0.040197,0.033143,-0.998543,2.674231,36.122105,25.728935,0.247705
121,0.672222,0.014144,0.040163,0.033215,-0.998541,2.665195,36.113739,25.732683,0.243728
122,0.677778,0.014045,0.040184,0.033164,-0.998543,2.671064,36.121609,25.732920,0.245909
123,0.683333,0.014023,0.040172,0.033159,-0.998544,2.677424,36.120037,25.728470,0.249334
124,0.688889,0.014037,0.040196,0.033130,-0.998544,2.683965,36.120995,25.729416,0.244507
125,0.694444,0.014033,0.040205,0.033137,-0.998543,2.683922,36.122116,25.725521,0.246386
126,0.700000,0.014026,0.040201,0.033142,-0.998543,2.679263,36.117428,25.723650,0.249638
127,0.705556,0.014013,0.040206,0.033123,-0.998544,2.685209,36.116169,25.720865,0.246878
128,0.711111,0.013991,0.040216,0.033121,-0.998544,2.686529,36.111755,25.720585,0.246736
129,0.716667,0.013979,0.040104,0.033158,-0.998547,2.668224,36.108952,25.722124,0.247204
130,0.722222,0.013995,0.040199,0.033123,-0.998544,2.688492,36.100597,25.716007,0.241132
131,0.727778,0.014091,0.040149,0.033180,-0.998543,2.676988,36.086449,25.719841,0.245763
132,0.733333,0.014095,0.040153,0.033202,-0.998542,2.675588,36.084465,25.719990,0.239393
133,0.738889,0.014082,0.040149,0.033218,-0.998542,2.681646,36.085812,25.722200,0.244565
