Format Version,1.23,Take Name,Tweaker4LOS_WithGoPro_005,Take Notes,,Capture Frame Rate,180.000000,Export Frame Rate,180.000000,Capture Start Time,2018-11-07 03.34.45.325 PM,Total Frames in Take,21875,Total Exported Frames,21875,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4,Tweaker4
,ID,"F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6","F56E575AE2E411E8B3FD50CD8B7040A6"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
170,0.944444,-0.093003,0.001482,0.091813,-0.991422,10.231627,45.824860,19.251904,0.413211
171,0.950000,-0.093233,0.001218,0.091782,-0.991404,10.247552,45.806957,19.180359,0.406833
172,0.955556,-0.093317,0.001241,0.091675,-0.991406,10.241551,45.806137,19.179743,0.420894
173,0.961111,-0.093324,0.001213,0.091687,-0.991404,10.249890,45.807018,19.165293,0.407067
174,0.966667,-0.093294,0.001161,0.091725,-0.991404,10.250249,45.810162,19.163090,0.404365
175,0.972222,-0.093266,0.001140,0.091769,-0.991402,10.247144,45.803074,19.158304,0.401801
176,0.977778,-0.093229,0.001144,0.091791,-0.991404,10.254202,45.798248,19.161682,0.414436
177,0.983333,-0.093098,0.000911,0.091786,-0.991417,10.228220,45.788578,19.186142,0.455462
178,0.988889,-0.093269,0.001207,0.091749,-0.991404,10.261496,45.788940,19.136158,0.378433
179,0.994444,-0.093391,0.001277,0.091632,-0.991403,10.260964,45.802803,19.131218,0.379226
180,1.000000,-0.093420,0.001317,0.091616,-0.991402,10.269830,45.806656,19.125147,0.384201
181,1.005556,-0.093313,0.001318,0.091714,-0.991403,10.263535,45.802628,19.120865,0.383981
182,1.011111,-0.093314,0.001293,0.091715,-0.991403,10.265120,45.800159,19.118471,0.374732
183,1.016667,-0.093317,0.001255,0.091716,-0.991402,10.267785,45.796864,19.118761,0.384771
184,1.022222,-0.093351,0.001232,0.091746,-0.991396,10.260890,45.786373,19.124048,0.384578
185,1.027778,-0.093323,0.001328,0.091732,-0.991400,10.268762,45.788818,19.123716,0.382226
186,1.033333,-0.093348,0.001364,0.091678,-0.991403,10.274397,45.796677,19.129410,0.375510
187,1.038889,-0.093278,0.001344,0.091724,-0.991405,10.271338,45.798252,19.132423,0.379116
188,1.044444,-0.093317,0.001324,0.091694,-0.991404,10.274066,45.796154,19.130424,0.386017
189,1.050000,-0.093368,0.001384,0.091602,-0.991408,10.260814,45.805027,19.151136,0.389659
